_id,KODEA/CODIGO,UDALERRIA/MUNICIPIO,EKITALDIA /EJERCICIO,HILABETE/MES,DATUAK ERAUZI EGUNA/FECHA EXTRACCION,ARLO FUNTZIONALA/AREA FUNCIONAL,AZALERA (KM2)/EXTENSION (KM2),BIZTANLE ERROLDA/HABITANTES CENSO,JARD EKON  LURZORUA HL GUZTIRA (M2)/SUELO AE  TOTAL SUB(M2),JARD EKON  LURZORUA HL HUTSIK (M2)/SUELO AE  VACANTE SUB(M2),JARD EKON  LURZORUA  LU GUZTIRA (M2)/SUELO AE  TOTAL SUZ(M2),JARD EKON  LURZORUA LU HUTSIK (M2)/SUELO AE  VACANTE SUZ(M2),BIZIT LORZORUA HL GUZTIRA (M2)/SUELO RES  TOTAL SUB(M2),BIZIT LORZORUA HL HUTSIK (M2)/SUELO RES  VACANTE SUB(M2),BIZIT LORZORUA  LU GUZTIRA (M2)/SUELO RES  TOTAL SUZ(M2),BIZIT LORZORUA  LU HUTSIK (M2)/SUELO RES  VACANTE SUZ(M2),HL ETXE  LIBREA GUZTIRA/TOTAL VIV  SUB  LIBRE,HL ETXE  BOE GUZTIRA/TOTAL VIV  SUB  VPO,HL ETXE B BABES BATZ GUZTIRA/TOTAL VIV  SUB  OTRAS PROTEC,BURUTZEKO ETXE  HL/VIVIENDAS POR EJECUTAR SUB,LU ETXE LIBREA GUZTIRA/TOTAL VIV  SUZ  LIBRE,LU ETXE BOE GUZTIRA/TOTAL VIV  SUZ  VPO,LU ETXE  B BABES BATZ GUZTIRA/TOTAL VIV  SUZ  OTRAS PROTEC,BURUTZEKO ETXE LU/VIVIENDAS POR EJECUTAR SUZ,NG ETXE  GUZTIAK/TOTAL VIVIENDAS NR,BURUTZEKO ETXE  LN/VIVIENDAS POR EJECUTAR NR
491,=043,GORLIZ,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,10,5512,0,0,"33041,629999999997",0,"907493,08000000007","173133,76000000001","463493,65000000002","251766,85000000001",763,0,0,236,811,42,72,539,0,0
492,=044,GETXO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,12,79815,"42942,199999999997","11039,040000000001",0,0,"4700750,3700000001","218801,35999999999",1567471,1567471,1673,779,263,1277,1568,605,0,2173,0,0
493,=045,GUEÃES,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,42,6431,"214561,70000000001",7532,422028,422028,"775258,69999999995","110459,22","166781,34","161846,75",667,45,122,438,369,0,128,480,0,0
494,=046,GERNIKA-LUMO,2020,9,2020-10-20 08:00:01,Gernika-Markina,9,16556,"523303,14000000001","108744,46000000001","44315,699999999997","21036,43",742978,"73803,669999999998",198286,"71053,660000000003",770,42,0,221,318,646,0,200,0,0
495,=047,GIZABURUAGA,2020,9,2020-10-20 08:00:01,Gernika-Markina,6,205,"31365,91",0,"28747,040000000001",0,"17678,919999999998","7698,7700000000004",0,0,46,0,0,12,0,0,0,0,16,3
496,=048,IBARRANGELU,2020,9,2020-10-20 08:00:01,Gernika-Markina,15,637,0,0,0,0,"210071,14999999999",35524,0,0,158,0,0,71,0,0,0,0,123,35
497,=049,ISPASTER,2020,9,2020-10-20 08:00:01,Gernika-Markina,23,700,0,0,95651,"82020,789999999994","53348,720000000001","10841,030000000001","81726,759999999995","81726,759999999995",92,0,18,21,101,0,0,101,155,53
498,=050,IZURTZA,2020,9,2020-10-20 08:00:01,Durango,4,261,"95455,01999999999",0,90565,"80408,479999999996","43442,550000000003","10954,85",22205,22205,44,15,0,45,14,0,0,14,0,0
499,=051,LANESTOSA,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,1,273,0,0,0,0,"113898,31",30568,39000,39000,69,0,24,64,20,0,0,20,0,0
500,=052,LARRABETZU,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,22,1980,"167336,51999999999","25185,810000000001",0,0,"159714,29999999999","18355,560000000001",0,0,221,32,0,194,0,0,0,0,0,0
501,=053,LAUKIZ,2020,9,2020-10-20 08:00:01,Mungia,8,1154,0,0,0,0,"495806,45000000001","33180,25","99813,619999999995","92015,679999999993",104,0,0,47,64,0,0,59,45,10
502,=054,LEIOA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,8,30447,"701162,73999999987","294426,21000000002","587974,90000000002","332532,90000000002","1574337,3500000001","148737,92999999999","614830,77000000002","253429,32000000001",2101,749,375,918,1864,1272,0,817,0,0
503,=055,LEMOA,2020,9,2020-10-20 08:00:01,Igorre,15,3468,"440377,40999999997","40888,07","139958,85000000001","139958,85000000001","362021,10000000003","131668,26000000001","112104,72","108262,48",739,0,0,464,414,68,0,462,138,50
504,=056,LEMOIZ,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,19,1081,"404902,82000000001",0,25216,25216,"383806,83000000002","119533,99000000001","157165,28","104276,31",215,0,54,147,216,0,72,190,0,0
505,=057,LEKEITIO,2020,9,2020-10-20 08:00:01,Gernika-Markina,2,7408,"5208,29","202,00999999999999",31537,31537,"496718,98000000004","75724,649999999994",90180,70500,738,261,16,528,142,128,0,142,0,0
748,=076,SUKARRIETA,2021,3,2021-04-20 08:00:01,Gernika-Markina,2,339,0,0,0,0,"128897,08","38759,5",36705,"27006,220000000001",158,0,0,110,35,0,0,26,0,0
506,=058,MALLABIA,2020,9,2020-10-20 08:00:01,Eibar,23,1186,"324190,48999999999",0,"195864,42000000001","58093,449999999997","42636,800000000003","6703,6899999999996",40000,"23636,360000000001",30,60,68,76,85,0,0,52,142,31
507,=059,MAÃARIA,2020,9,2020-10-20 08:00:01,Durango,18,514,"11319,92",0,"40725,349999999999","40725,349999999999","69043,039999999994",16891,"14448,52","14448,52",71,0,0,38,21,0,0,21,51,19
508,=060,MARKINA-XEMEIN,2020,9,2020-10-20 08:00:01,Gernika-Markina,45,4906,"108215,84","7576,3900000000003",96180,0,"273828,17999999999",21411,"141173,59","139375,45000000001",708,0,0,170,81,0,0,80,0,0
509,=061,MARURI-JATABE,2020,9,2020-10-20 08:00:01,Mungia,16,958,0,0,75082,"10508,83","153877,32000000001","16970,400000000001",163319,"123310,03999999999",58,0,0,24,224,0,0,112,38,7
510,=062,MENDATA,2020,9,2020-10-20 08:00:01,Gernika-Markina,23,386,0,0,0,0,"80581,710000000006",27751,0,0,35,0,22,35,0,0,0,0,154,56
511,=063,MENDEXA,2020,9,2020-10-20 08:00:01,Gernika-Markina,7,457,"771,69000000000005",0,0,0,"89606,970000000001","16289,719999999999","47612,25","47612,25",80,8,0,13,68,0,30,98,57,14
512,=064,MEÃAKA,2020,9,2020-10-20 08:00:01,Mungia,12,734,"3781,6999999999998","1828,47",0,0,"48910,600000000006","5941,6000000000004","20677,75","20677,75",17,0,0,15,54,0,15,69,70,15
513,=065,UGAO-MIRABALLES,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,5,4046,"172377,69",0,0,0,"165787,29000000001","20797,689999999999",63170,30070,414,11,38,250,70,60,54,70,15,2
514,=066,MORGA,2020,9,2020-10-20 08:00:01,Gernika-Markina,14,405,5594,"310,37",0,0,"91961,699999999997",29825,0,0,50,0,4,51,0,0,0,0,62,15
515,=067,MUXIKA,2020,9,2020-10-20 08:00:01,Gernika-Markina,50,1459,"72648,350000000006",0,"794914,77000000002","694230,78000000003","52413,300000000003",7700,"93618,479999999996","56992,949999999997",21,0,0,14,136,0,0,69,345,47
516,=068,MUNDAKA,2020,9,2020-10-20 08:00:01,Gernika-Markina,4,1924,"125048,55","738,88999999999999",0,0,"130545,31","18997,689999999999",0,0,164,0,68,163,0,0,0,0,0,0
517,=069,MUNGIA,2020,9,2020-10-20 08:00:01,Mungia,44,16774,"726272,42000000004","226871,84","756516,39000000001","508295,54999999999","3772150,3600000003","62719,610000000001","929217,05000000005","433518,04999999999",1184,142,0,508,913,1674,112,1756,673,142
518,=070,AULESTI,2020,9,2020-10-20 08:00:01,Gernika-Markina,26,666,"10607,700000000001",568,0,0,"59996,120000000003","9686,3400000000001",0,0,91,0,0,90,0,0,0,0,89,19
519,=071,MUSKIZ,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,21,7449,"1668797,7",0,"144252,38","96404,369999999995","566028,55999999994","63453,400000000001","129054,28","20559,689999999999",555,835,0,283,108,0,0,16,40,10
520,=072,OTXANDIO,2020,9,2020-10-20 08:00:01,Ãlava Central,12,1298,"81888,5","39143,93","97453,449999999997","67883,990000000005","210788,30000000002","40577,580000000002","9864,5900000000001","9864,5900000000001",93,0,87,171,20,20,20,60,38,12
521,=073,ONDARROA,2020,9,2020-10-20 08:00:01,Gernika-Markina,4,8794,"135715,01000000001","76937,429999999993",0,0,"243859,34999999998","10259,969999999999",0,0,504,96,0,100,0,0,0,0,16,3
522,=074,URDUÃA/ORDUÃA,2020,9,2020-10-20 08:00:01,Llodio,33,4205,"195418,04000000001","55391,800000000003",287245,"272197,84000000003","785652,19000000006","239657,16","393869,45000000001","386439,71000000002",475,0,0,425,234,0,0,226,0,0
523,=075,OROZKO,2020,9,2020-10-20 08:00:01,Llodio,102,2552,"68626,979999999996",0,"110305,95","40704,489999999998","402651,59000000003","67976,800000000003",196144,"169453,28",229,0,0,97,382,110,0,369,344,112
524,=076,SUKARRIETA,2020,9,2020-10-20 08:00:01,Gernika-Markina,2,339,0,0,0,0,"128897,08","38759,5",36705,"27006,220000000001",158,0,0,110,35,0,0,26,0,0
525,=077,PLENTZIA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,6,4407,"504,80000000000001","912,5",0,0,"295107,66000000003","9773,5400000000009",771300,"37576,150000000001",397,38,98,119,390,0,0,19,0,0
526,=078,PORTUGALETE,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,3,47631,"111543,29000000001",0,147930,117164,"1028653,5600000001","94306,809999999998",108774,58863,592,303,115,835,233,549,99,495,0,0
527,=079,ERRIGOITI,2020,9,2020-10-20 08:00:01,Gernika-Markina,17,534,"1068,6400000000001",0,62336,62336,"108744,29999999999","39239,870000000003","27479,84","27479,84",35,0,0,25,46,0,0,46,49,4
528,=080,VALLE DE TRAPAGA-TRAPAGARAN,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,13,12126,"1314668,78","726294,97999999998","323654,23999999999","310853,23999999999","525480,02000000002","95038,5","110409,3","110409,3",878,268,123,843,0,430,138,568,0,0
529,=081,LEZAMA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,16,2446,"153161,47",0,0,0,"188797,69999999998",62374,35787,35787,301,30,28,357,136,70,0,206,39,6
530,=082,SANTURTZI,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,8,46948,"183897,92999999999","7318,7399999999998","68094,720000000001","68094,720000000001","1212523,8800000001","823011,31000000006","294187,96999999997","180888,25",4861,923,402,1503,526,1305,420,1503,0,0
531,=083,ORTUELLA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,8,8417,"147454,60000000001","59413,720000000001","898757,35999999999","507481,34000000003","541780,47999999998","96963,229999999996","124905,96000000001","18971,470000000001",321,50,76,234,0,632,0,98,0,0
532,=084,SESTAO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,4,28548,"1422068,5700000001","797909,92000000004","62795,360000000001","62795,360000000001","790681,33000000007","92523,639999999999",0,0,686,693,578,1259,0,0,0,0,0,0
533,=085,SOPELA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,8,12191,"113650,27",24500,0,0,"963671,27000000002","58871,730000000003","1023702,9","639433,20999999996",1234,62,0,179,1901,1228,0,2243,0,0
534,=086,SOPUERTA,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,42,2575,"61794,589999999997","39459,269999999997",0,0,"401017,23999999999","60174,139999999999","297262,19","243828,32000000001",161,0,0,112,510,72,0,442,189,43
535,=087,TRUCIOS-TURTZIOZ,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,31,545,0,0,30079,"24065,869999999999","155847,64000000001","39897,519999999997",54878,28991,39,0,0,20,20,0,32,20,117,30
536,=088,UBIDE,2020,9,2020-10-20 08:00:01,Ãlava Central,3,187,0,0,0,0,"55524,130000000005",8663,0,0,20,24,0,14,0,0,0,0,8,4
537,=089,URDULIZ,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,8,3630,"225664,79000000001","33873,68",32498,"28370,93","357962,15000000002","67272,089999999997","302005,40000000002","218574,51000000001",1027,0,48,488,1327,438,53,1313,0,0
538,=090,BALMASEDA,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,22,7672,"104147,09",18350,"217755,57999999999","193705,69","445518,12","119697,33","103204,87","103204,87",1315,248,0,978,200,389,40,629,32,13
539,=091,ATXONDO,2020,9,2020-10-20 08:00:01,Durango,23,1421,"217474,67999999999",47774,66706,"66004,75","119369,01000000001","39272,559999999998",0,0,203,0,0,126,0,0,0,0,89,15
540,=092,BEDIA,2020,9,2020-10-20 08:00:01,Igorre,16,976,"194493,85000000001",94225,0,0,"52919,669999999998","25239,330000000002",60520,23994,111,16,36,72,80,0,0,27,113,24
541,=093,AREATZA,2020,9,2020-10-20 08:00:01,Igorre,9,1218,0,0,72500,72500,"69557,070000000007","16190,139999999999","57902,629999999997","14003,110000000001",177,0,0,133,58,45,0,17,12,5
542,=094,IGORRE,2020,9,2020-10-20 08:00:01,Igorre,17,4185,"326716,32999999996","112519,17","101635,42","42080,93","174555,72999999998","30386,349999999999","204812,45000000001","103697,00999999999",271,0,0,106,506,30,35,422,83,14
543,=095,ZALDIBAR,2020,9,2020-10-20 08:00:01,Durango,11,3041,"145950,03","5559232,75",0,0,"196849,99999999997","41818,309999999998",0,0,106,104,101,216,0,0,0,0,9,0
544,=096,ZALLA,2020,9,2020-10-20 08:00:01,Balmaseda-Zalla,31,8379,"194124,89000000001","16786,669999999998","187247,70999999999","179442,89999999999","540620,05000000005","38342,059999999998","218805,14999999999","139010,31",564,116,0,163,232,214,0,245,183,21
545,=097,ZARATAMO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,10,1662,"274190,70000000001","66946,210000000006",14949,14949,"185893,86000000002","29215,5","68909,399999999994","67581,889999999999",77,0,21,95,77,25,68,167,21,0
546,=901,DERIO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,10,5934,"901148,56000000006","4109,4899999999998","349474,67999999999","234223,84","310421,28999999998",0,"1903992,95","1698950,8200000001",273,264,0,0,1156,545,503,1507,0,0
547,=902,ERANDIO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,19,24175,"1090722,6300000001","237883,07000000001","865596,56000000006","638323,29000000004","687021,19999999995","184954,09","319710,92999999999","138098,70000000001",1950,292,410,1115,494,908,0,628,184,66
548,=903,LOIU,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,15,2424,383231,61403,361513,361513,"201199,30000000002",9371,"339183,20000000001","289543,60999999999",77,0,0,77,762,404,0,962,0,0
549,=904,SONDIKA,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,7,4494,"451541,41999999998",44868,131700,131700,"308404,40000000002","32866,169999999998","195649,79000000001","26477,09",345,0,0,219,373,101,0,61,110,17
550,=905,ZAMUDIO,2020,9,2020-10-20 08:00:01,Bilbao Metropolitano,18,3214,"2185797,23","173908,28","815266,27000000002","685125,31000000006","185034,56","18166,939999999999","70159,729999999996","66618,009999999995",229,0,0,154,208,41,167,395,0,0
551,=906,FORUA,2020,9,2020-10-20 08:00:01,Gernika-Markina,8,972,"17965,959999999999",0,0,0,"121043,06999999999","6007,5",0,0,91,8,0,5,0,0,0,0,71,7
552,=907,KORTEZUBI,2020,9,2020-10-20 08:00:01,Gernika-Markina,12,424,0,0,0,0,"27946,939999999999","3460,25",0,0,39,0,0,6,0,0,0,0,77,20
553,=908,MURUETA,2020,9,2020-10-20 08:00:01,Gernika-Markina,5,287,"42966,110000000001",0,0,0,"129192,37000000001","9920,3999999999996","32150,220000000001","32150,220000000001",10,26,4,10,10,90,0,100,0,0
554,=909,NABARNIZ,2020,9,2020-10-20 08:00:01,Gernika-Markina,12,229,"4514,8199999999997",0,0,0,"43465,940000000002",17416,0,0,32,0,0,15,0,0,0,0,105,28
443,=910,IURRETA,2020,3,2020-04-20 08:00:02,Durango,19,3829,"532145,82999999996","84263,880000000005","342242,17999999999","63733,93","103514,54000000001","15835,08","125674,69","123757,37",367,0,0,221,282,61,98,439,54,12
444,=911,AJANGIZ,2020,3,2020-04-20 08:00:02,Gernika-Markina,7,450,"86932,690000000002",5274,0,0,"33133,18",9306,0,0,22,0,10,32,0,0,0,0,43,8
445,=912,ALONSOTEGI,2020,3,2020-04-20 08:00:02,Bilbao Metropolitano,20,2861,"182392,39000000001",60730,35570,35570,"225013,48000000001","59647,290000000001",35806,0,531,62,0,285,81,0,0,0,52,18
446,=913,ZIERBENA,2020,3,2020-04-20 08:00:02,Bilbao Metropolitano,12,1460,"60932,260000000002",0,0,0,"483611,44","175580,48999999999",268198,"223608,56",175,0,8,178,170,70,0,168,0,0
447,=914,ARRATZU,2020,3,2020-04-20 08:00:02,Gernika-Markina,10,382,0,0,0,0,"62601,25","37794,559999999998",0,0,33,16,12,29,0,0,0,0,95,30
448,=915,ZIORTZA-BOLIBAR,2020,3,2020-04-20 08:00:02,Gernika-Markina,19,447,"11875,23",0,0,0,"39046,739999999998","9432,5",32981,32981,33,0,0,33,52,0,0,52,69,26
452,=004,AMOROTO,2020,9,2020-10-20 08:00:01,Gernika-Markina,13,401,"35476,910000000003","7099,79",0,0,"61916,280000000006","14563,870000000001",0,0,27,0,18,22,0,0,0,0,38,7
453,=005,ARAKALDO,2020,9,2020-10-20 08:00:01,Llodio,3,125,"70786,600000000006","8746,3199999999997",0,0,"65005,169999999998","15086,98",0,0,50,0,0,23,0,0,0,0,0,0
709,=037,GALDAMES,2021,3,2021-04-20 08:00:01,Balmaseda-Zalla,44,851,"51616,779999999999",0,99900,99900,"150674,14000000001",22921,82868,82868,79,0,0,32,80,0,0,80,153,52
723,=051,LANESTOSA,2021,3,2021-04-20 08:00:01,Balmaseda-Zalla,1,273,0,0,0,0,"113898,31",30568,39000,39000,69,0,24,64,20,0,0,20,0,0
561,=001,ABADIÃO,2020,12,2021-02-11 10:10:29,Durango,36,7386,"587951,08999999997","34967,519999999997","740467,81000000006","374607,52000000002","275118,55000000005","4249,6400000000003",249196,"34728,639999999999",395,23,20,27,650,307,0,168,39,16
565,=005,ARAKALDO,2020,12,2021-02-11 10:10:29,Llodio,3,125,"70786,600000000006","8746,3199999999997",0,0,"65005,169999999998","15086,98",0,0,50,0,0,23,0,0,0,0,0,0
673,=001,ABADIÃO,2021,3,2021-04-20 08:00:01,Durango,36,7386,"587951,08999999997","34967,519999999997","740467,81000000006","374607,52000000002","275118,55000000005","4249,6400000000003",249196,"34728,639999999999",395,23,20,27,650,307,0,168,39,16
568,=008,ARTZENTALES,2020,12,2021-02-11 10:10:29,Balmaseda-Zalla,37,753,0,0,0,0,"116116,64999999999","18452,130000000001","30077,220000000001","30077,220000000001",37,0,0,37,65,0,0,65,74,18
569,=009,ARRANKUDIAGA,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,23,977,"138241,44",0,12010,12010,"364986,33999999997","97236,779999999999","21510,330000000002","21510,330000000002",192,0,19,200,15,0,0,15,41,12
570,=010,ARRIETA,2020,12,2021-02-11 10:10:29,Mungia,15,545,0,0,0,0,"46883,25","15287,76","37851,790000000001","37851,790000000001",18,0,0,16,73,0,22,95,67,9
571,=011,ARRIGORRIAGA,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,16,12334,"465833,02000000002",20460,"231950,42999999999","158052,42999999999","473500,65000000002",12007,"189633,45000000001","77464,899999999994",708,143,0,158,452,295,0,233,64,9
572,=012,BAKIO,2020,12,2021-02-11 10:10:29,Mungia,16,2602,"34375,230000000003",0,26362,26362,"619836,53000000003","60694,279999999999","1152867,3600000001","1009191,96",320,0,0,137,1248,104,60,1095,32,6
573,=013,BARAKALDO,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,25,99526,"964662,19000000006","246550,23000000001","285287,35999999999","4691,9700000000003","2672659,4399999999","386073,25",312231,"95172,639999999999",8876,1932,401,3701,522,564,0,253,0,0
574,=014,BARRIKA,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,8,1530,"9552,7399999999998",0,67210,67210,"80012,509999999995",9617,"370501,52000000002","142354,67000000001",60,0,0,30,211,0,0,91,51,2
575,=015,BASAURI,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,7,41987,"1564116,1000000001",2370,253997,0,"1146316,6099999999","172183,67999999999","148038,62","92746,339999999997",1286,671,148,1287,387,277,48,277,86,12
576,=016,BERANGO,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,9,6970,"206466,85999999999","210114,76999999999",84424,"66102,880000000005","866400,87000000011","251791,23000000001",294536,"205349,48999999999",515,370,258,1140,341,750,168,1105,0,0
577,=017,BERMEO,2020,12,2021-02-11 10:10:29,Gernika-Markina,34,16986,"193375,69","18435,43",0,0,"543580,77000000002","67035,470000000001",49133,49133,468,86,67,520,70,240,90,400,45,12
578,=018,BERRIATUA,2020,12,2021-02-11 10:10:29,Gernika-Markina,19,1258,"120893,83","77366,350000000006",53942,0,"49785,400000000001","3810,4400000000001","46988,279999999999","4791,3699999999999",71,0,0,19,117,0,0,15,24,7
1379,=035,FRUIZ,2022,9,2022-10-20 08:00:01,Mungia,6,518,0,0,0,0,"61286,75","13643,959999999999","38420,589999999997","1177,96",55,0,0,30,56,0,0,1,115,25
579,=019,BERRIZ,2020,12,2021-02-11 10:10:29,Durango,30,4897,235081,27174,"163431,01000000001","86922,949999999997","185347,81","34174,050000000003","144394,60000000001","25453,580000000002",414,0,0,265,251,0,96,16,120,39
580,=020,BILBAO,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,41,350558,"704780,96999999997",193261,49709,49709,"11306328,109999999","1736045,6100000001","884406,43000000005","381954,60999999999",14854,9453,1917,10335,251,1914,90,252,97,37
581,=021,BUSTURIA,2020,12,2021-02-11 10:10:29,Gernika-Markina,21,1745,"4582,5100000000002",0,0,0,"439925,58999999997","49332,050000000003","90896,830000000002","86960,940000000002",244,40,30,118,46,90,0,134,64,12
582,=022,KARRANTZA HARANA/VALLE DE CARRANZA,2020,12,2021-02-11 10:10:29,Balmaseda-Zalla,138,2801,"31532,150000000001","5898,5","44758,529999999999","23340,400000000001","159964,37","13228,01","236869,73000000001","145271,51000000001",124,0,0,52,362,0,0,235,1169,394
583,=023,ARTEA,2020,12,2021-02-11 10:10:29,Igorre,12,763,0,0,"269196,5","81928,110000000001","132688,94999999998","25389,939999999999","50951,730000000003","50453,040000000001",153,60,0,138,102,27,0,128,55,2
584,=024,ZEANURI,2020,12,2021-02-11 10:10:29,Igorre,67,1316,"23262,450000000001",19231,0,0,"145805,23000000001","41236,519999999997","14649,549999999999","11719,639999999999",116,0,32,74,25,0,0,20,350,137
585,=025,ZEBERIO,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,48,1059,0,0,37955,37955,"79407,910000000003","9132,5900000000001","57872,150000000001","15228,780000000001",22,0,20,30,87,0,24,32,424,101
586,=026,DIMA,2020,12,2021-02-11 10:10:29,Igorre,62,1361,"77727,070000000007",0,"31443,5","31443,5","133609,28","13402,57","116477,61","107749,64999999999",71,0,0,71,160,0,30,163,238,70
587,=027,DURANGO,2020,12,2021-02-11 10:10:29,Durango,11,28893,"348584,42000000004",0,"466515,53999999998","466515,53999999998","1679343,9900000002","472174,97999999998","181902,45000000001","132954,54999999999",2082,655,106,1954,315,307,13,314,0,0
588,=028,EA,2020,12,2021-02-11 10:10:29,Gernika-Markina,14,872,"9422,6000000000004","3076,5599999999999",9317,9317,"84106,080000000002","14437,870000000001",0,0,35,0,70,81,0,0,0,0,0,0
589,=029,ETXEBARRI,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,3,10284,"628595,93999999994",45675,0,0,"491129,09000000003","29414,77","107651,66",0,1205,410,40,297,485,0,0,0,0,0
906,=010,ARRIETA,2021,9,2021-10-20 08:00:01,Mungia,15,545,0,0,0,0,"46883,25","13634,83","37851,790000000001","37851,790000000001",18,0,0,15,73,0,22,95,67,9
590,=030,ETXEBARRIA,2020,12,2021-02-11 10:10:29,Gernika-Markina,18,737,"233199,09","9940,4899999999998",0,0,"43376,93",0,"14897,370000000001","8544,0799999999999",0,0,0,0,68,0,0,39,0,0
591,=031,ELANTXOBE,2020,12,2021-02-11 10:10:29,Gernika-Markina,2,409,0,0,0,0,"32393,16",4329,0,0,71,0,0,71,0,0,0,0,0,0
592,=032,ELORRIO,2020,12,2021-02-11 10:10:29,Durango,37,7305,419644,"63795,370000000003",71145,71145,"555995,05000000005","107299,33",61830,61830,133,0,37,161,0,0,0,0,152,26
593,=033,EREÃO,2020,12,2021-02-11 10:10:29,Gernika-Markina,11,271,0,0,0,0,"35267,440000000002","13510,200000000001",42900,42900,27,0,24,26,34,0,0,34,100,26
594,=034,ERMUA,2020,12,2021-02-11 10:10:29,Eibar,6,16262,"365180,54999999999","23895,470000000001",148750,148750,"474187,51999999996","39645,300000000003",30337,30337,427,128,49,480,38,82,30,150,0,0
595,=035,FRUIZ,2020,12,2021-02-11 10:10:29,Mungia,6,518,0,0,0,0,"61383,290000000001","11790,299999999999","38420,589999999997","2355,9299999999998",46,0,0,22,56,0,0,2,115,25
596,=036,GALDAKAO,2020,12,2021-02-11 10:10:29,Bilbao Metropolitano,31,29078,"1715197,98","284907,21999999997","314404,23999999999","270512,71999999997","1584927,5",153870,"710713,05000000005","683161,40000000002",2942,601,0,701,1201,674,41,1740,161,28
